Ensemble,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbols
ENSMUSG00000022096,29.70560665,-4.030701244,1.256978629,2.32E-05,0.001306939,Hr
ENSMUSG00000070462,2412.244152,-0.841908213,0.226860515,2.36E-05,0.001321499,Tlnrd1
ENSMUSG00000032766,356.261268,-1.707617772,0.496398315,2.38E-05,0.001327782,Gng11
ENSMUSG00000031444,889.076434,-3.299045372,1.016108962,2.38E-05,0.001327782,F10
ENSMUSG00000030161,2996.815461,-1.457831532,0.419857215,2.41E-05,0.001340787,Gabarapl1
ENSMUSG00000021532,485.473755,1.115456659,0.306331882,2.43E-05,0.001345955,Fastkd3
ENSMUSG00000018986,281.4586842,1.826781895,0.517062818,2.45E-05,0.001352552,Slfn3
ENSMUSG00000021003,3119.8986,-1.795881472,0.545042915,2.47E-05,0.001358333,Galc
ENSMUSG00000039191,7095.192139,1.463370991,0.409960668,2.49E-05,0.001364893,Rbpj
ENSMUSG00000021986,7.551228728,6.995650032,2.624546328,2.51E-05,0.001370368,Amer2
ENSMUSG00000006494,1547.744845,1.201071395,0.333486973,2.62E-05,0.001421362,Pdk1
ENSMUSG00000027207,1482.507266,-0.604724105,0.157341963,2.62E-05,0.001421362,Galk2
ENSMUSG00000094212,39.45517801,-3.723190921,1.16145226,2.64E-05,0.001426699,Trav14-3
ENSMUSG00000031504,661.2321437,1.333096074,0.374714051,2.70E-05,0.001451514,Rab20
ENSMUSG00000105954,33.98322899,4.225037503,1.228157789,2.73E-05,0.001461198,NA
ENSMUSG00000118084,14.05672823,-2.536510303,0.760767162,2.73E-05,0.001461198,NA
ENSMUSG00000014837,49.01913629,1.469552526,0.416642691,2.77E-05,0.001475057,Matcap1
ENSMUSG00000056394,1485.319858,1.347857302,0.380024139,2.84E-05,0.001509468,Lig1
ENSMUSG00000104554,15.54169959,-3.26001341,1.015064036,2.89E-05,0.001529278,Gm4610
ENSMUSG00000037940,469.6890516,2.796497062,0.817009203,2.98E-05,0.00157234,Inpp4b
ENSMUSG00000047250,925.627916,-3.0713783,0.960656057,3.00E-05,0.001575624,Ptgs1
ENSMUSG00000028417,44.15095058,3.999984778,1.192262996,3.07E-05,0.001606825,Tal2
ENSMUSG00000001687,4784.028827,-0.627865539,0.167977643,3.09E-05,0.001612762,Ubl3
ENSMUSG00000059323,288.0459934,1.296342154,0.367664879,3.20E-05,0.001663652,Tonsl
ENSMUSG00000021451,12869.46607,0.954510663,0.263541514,3.23E-05,0.001670719,Sema4d
ENSMUSG00000021608,1229.357189,-0.982236129,0.279448565,3.23E-05,0.001670719,Lpcat1
ENSMUSG00000026390,9946.056912,0.11508443,0.369517244,3.25E-05,0.001673107,Marco
ENSMUSG00000009621,1004.48771,-1.358368546,0.399934287,3.28E-05,0.001679116,Vav2
ENSMUSG00000033174,300.9497417,-3.750689644,1.213367103,3.28E-05,0.001679116,Mgll
ENSMUSG00000022587,21969.038,2.345144653,0.686800115,3.30E-05,0.00168356,Ly6e
ENSMUSG00000035356,1951.052216,3.099209139,0.924126869,3.35E-05,0.00170296,Nfkbiz
ENSMUSG00000022960,295.2315448,0.963308788,0.267976963,3.57E-05,0.001810223,Donson
ENSMUSG00000054510,183.9830939,-3.053689843,0.973989758,3.63E-05,0.001834147,4930440I19Rik
ENSMUSG00000056216,1273.81507,-0.842373729,0.234323497,3.65E-05,0.001834147,Cebpg
ENSMUSG00000033987,42.32029996,1.640550287,0.478103308,3.65E-05,0.001834147,Dnah17
ENSMUSG00000025421,156.1356587,-1.070066423,0.306041171,3.69E-05,0.001845988,Hdhd2
ENSMUSG00000020661,4902.095506,-1.875526775,0.57323859,3.76E-05,0.001873825,Dnmt3a
ENSMUSG00000043832,1460.436839,-2.641610491,0.83066229,3.80E-05,0.001889588,Clec4a3
ENSMUSG00000052270,1703.64993,0.194287512,0.430082578,3.84E-05,0.001901471,Fpr2
ENSMUSG00000031996,11698.0862,-1.329951522,0.393552896,3.89E-05,0.001919935,Aplp2
ENSMUSG00000072812,2483.031134,-1.410065033,0.430919212,3.90E-05,0.001919935,NA
ENSMUSG00000115855,223.0791105,4.006527872,1.227985122,3.95E-05,0.001938277,Gm34643
ENSMUSG00000020097,13543.83391,-0.790696565,0.220291324,4.17E-05,0.002040309,Sgpl1
ENSMUSG00000017861,391.2053492,1.725305856,0.508647174,4.18E-05,0.002041384,Mybl2
ENSMUSG00000044461,6.947489872,-4.47359258,1.366312321,4.26E-05,0.00205747,Shisa2
ENSMUSG00000042363,54.47697313,2.061855594,0.614379212,4.25E-05,0.00205747,Lgalsl
ENSMUSG00000006179,42.26155109,2.037684433,0.611638984,4.23E-05,0.00205747,Prss16
ENSMUSG00000022041,8.685531957,3.33664278,0.948261365,4.29E-05,0.002065551,Chrna2
ENSMUSG00000029413,1129.061677,-1.778166008,0.547159628,4.32E-05,0.002076451,Naaa
ENSMUSG00000091898,33.38145412,2.789985948,0.852135347,4.63E-05,0.002215858,Tnnc1
ENSMUSG00000081272,104.5593128,-1.248957863,0.371829931,4.65E-05,0.002222445,NA
ENSMUSG00000038037,1041.859881,-2.729169708,0.882771306,4.68E-05,0.002226745,Socs1
ENSMUSG00000026548,2351.28853,2.291886738,0.697680903,4.73E-05,0.00224592,Slamf9
ENSMUSG00000029401,2512.187831,-1.112236573,0.327910416,4.76E-05,0.002252644,Rilpl2
ENSMUSG00000023087,426.6017934,1.979758024,0.594920584,4.79E-05,0.002261557,Noct
ENSMUSG00000028413,3921.064058,0.737009912,0.20391003,4.95E-05,0.002328681,B4galt1
ENSMUSG00000075415,6031.243954,0.927109557,0.265587798,5.02E-05,0.002353606,Fnbp1
ENSMUSG00000087385,44.30204013,-1.452938278,0.44237013,5.12E-05,0.002394201,Frg2f1
ENSMUSG00000039763,112.6880955,-1.368002718,0.414257928,5.14E-05,0.00239631,Dnajc28
ENSMUSG00000028656,23374.74047,0.776416531,0.222075273,5.18E-05,0.00240743,Cap1
ENSMUSG00000026274,177.5854123,1.573313502,0.471438173,5.34E-05,0.002468047,Pask
ENSMUSG00000102918,190.4190126,1.579070853,0.475572845,5.33E-05,0.002468047,Pcdhgc3
ENSMUSG00000027261,13.24497781,0.332280406,0.668468012,5.36E-05,0.002469417,Hao1
ENSMUSG00000022818,26.00480912,-0.235737508,0.47910541,5.38E-05,0.002472037,Cyp2ab1
ENSMUSG00000032388,2785.228616,-0.871721254,0.25120205,5.41E-05,0.002478657,Spg21
ENSMUSG00000039530,568.2554354,-0.901778352,0.260685194,5.44E-05,0.002484416,NA
ENSMUSG00000046591,250.5306517,1.811601869,0.549600717,5.68E-05,0.00257877,Ticrr
ENSMUSG00000000157,32.8035574,-0.006183779,0.339699244,5.68E-05,0.00257877,Itgb2l
ENSMUSG00000106981,12.94743578,-2.084679313,0.64658073,5.75E-05,0.002605301,NA
ENSMUSG00000079445,45.3023537,-3.122207283,1.044002394,5.77E-05,0.002606807,B3gnt7
ENSMUSG00000038831,363.1785592,1.52707435,0.461284565,5.84E-05,0.002630493,Ralgps1
ENSMUSG00000030147,64.73144002,-0.310303714,0.613775141,5.97E-05,0.0026781,Clec4b1
ENSMUSG00000070576,7.95603493,-3.396307208,1.094270968,6.18E-05,0.002749263,Mn1
ENSMUSG00000034783,222.2948591,3.623015674,1.144377335,6.19E-05,0.002749263,Cd207
ENSMUSG00000053641,537.1327471,1.533345099,0.466018094,6.18E-05,0.002749263,Dennd4a
ENSMUSG00000071714,8209.967173,-1.392268937,0.431650081,6.16E-05,0.002749263,Csf2rb2
ENSMUSG00000026463,172.924889,3.009823924,0.94664907,6.23E-05,0.002755567,Atp2b4
ENSMUSG00000035666,1104.509569,-0.648049272,0.181256906,6.42E-05,0.002828101,Gtf3c4
ENSMUSG00000022586,277.2883625,0.167309994,0.404781393,6.43E-05,0.002828101,Ly6i
ENSMUSG00000075602,3949.911386,3.420466793,1.093579486,6.59E-05,0.002890916,Ly6a
ENSMUSG00000026812,955.6863855,-0.846007851,0.245859164,6.61E-05,0.002893979,Tsc1
ENSMUSG00000038147,10205.31464,-0.973985819,0.290220716,6.66E-05,0.002907857,Cd84
ENSMUSG00000040896,95.95485759,-0.083713561,0.355509031,6.78E-05,0.002942787,Kcnd3
ENSMUSG00000105090,5.223252504,-0.151037552,0.392461323,6.77E-05,0.002942787,NA
ENSMUSG00000054027,571.7215682,-1.063233831,0.322794034,6.86E-05,0.002968727,Nt5dc3
ENSMUSG00000117764,16.97340236,-3.600544965,1.193871031,6.88E-05,0.002968727,NA
ENSMUSG00000020089,467.7295941,1.385179914,0.421233939,6.94E-05,0.002989559,Ppa1
ENSMUSG00000034055,239.3696519,0.962578218,0.283352839,7.14E-05,0.003055004,Phka1
ENSMUSG00000030742,58.83059332,-2.132585357,0.696940922,7.16E-05,0.003055004,Lat
ENSMUSG00000031767,175.7793981,-0.920154895,0.273106496,7.13E-05,0.003055004,Nudt7
ENSMUSG00000116995,254.0394578,-0.819161612,0.240399915,7.20E-05,0.003064509,NA
ENSMUSG00000044986,77.04225627,-2.262296761,0.737284778,7.37E-05,0.003131186,Tst
ENSMUSG00000044719,4.245984882,4.103615401,1.411825951,7.51E-05,0.003181183,E230025N22Rik
ENSMUSG00000086755,17.46390872,4.71932315,1.424572753,7.57E-05,0.003196352,NA
ENSMUSG00000054203,1044.740372,0.317574068,0.632586937,7.65E-05,0.003218189,Ifi205
ENSMUSG00000028792,2195.130504,-0.983726586,0.297053153,7.66E-05,0.003218189,Ak2
ENSMUSG00000054000,573.3002797,-1.631052853,0.525477322,7.69E-05,0.003222835,Tusc1
ENSMUSG00000047894,13.77427985,-0.068318573,0.350267224,7.85E-05,0.003280264,Ang2
ENSMUSG00000025584,1357.749435,0.790194992,0.229461128,8.02E-05,0.003342652,Pde8a
ENSMUSG00000108181,32.70781617,-1.416956965,0.446626642,8.20E-05,0.00340692,NA
ENSMUSG00000017144,602.1074536,2.113215461,0.671049751,8.23E-05,0.003410871,Rnd3
ENSMUSG00000075033,35.69606935,2.348217668,0.73924082,8.27E-05,0.003419417,Nxpe3
ENSMUSG00000087289,23.6844574,2.599333098,0.828674903,8.37E-05,0.003451734,4933424M12Rik
ENSMUSG00000061119,2129.877829,-1.061819328,0.331267454,8.40E-05,0.003454562,Prcp
ENSMUSG00000054455,4045.540241,-0.711881382,0.210103204,8.42E-05,0.003454663,Vapb
ENSMUSG00000022969,4149.712354,-0.767622246,0.225178258,8.50E-05,0.003478577,Il10rb
ENSMUSG00000037410,2502.388181,-1.083591299,0.338684264,8.53E-05,0.003479502,Tbc1d2b
ENSMUSG00000022125,3261.15556,-0.946108794,0.285639823,8.57E-05,0.003480905,Cln5
ENSMUSG00000034247,5702.602393,-0.971714036,0.295671005,8.55E-05,0.003480905,Plekhm1
ENSMUSG00000097111,25.34371075,4.437059922,1.402203705,8.62E-05,0.003491798,NA
ENSMUSG00000076441,4528.955686,2.044602918,0.721675403,8.74E-05,0.003531171,Ass1
ENSMUSG00000044068,256.5572352,-1.213953984,0.381032675,8.78E-05,0.003537008,NA
ENSMUSG00000044991,151.8901387,-1.388489023,0.442761198,8.82E-05,0.003543509,Shld1
ENSMUSG00000015222,77.4748748,-3.195430112,1.136538101,8.93E-05,0.003571586,Map2
ENSMUSG00000049526,81.380771,-1.916021303,0.637280419,8.94E-05,0.003571586,Tmem202
ENSMUSG00000095704,12.96659286,-0.168381193,0.405981141,8.96E-05,0.003571586,NA
ENSMUSG00000079037,987.7814325,-0.92882072,0.285114231,9.25E-05,0.003679788,Prnp
ENSMUSG00000042046,917.9440041,-0.613595094,0.178836879,9.35E-05,0.003710185,Dstyk
ENSMUSG00000037375,49.37240813,-1.702250119,0.560655534,9.40E-05,0.00371904,Hhat
ENSMUSG00000078486,229.6693447,1.558512636,0.492574521,9.63E-05,0.00378064,Perm1
ENSMUSG00000002870,1498.477234,1.004798092,0.304566922,9.63E-05,0.00378064,Mcm2
ENSMUSG00000031843,278.9766909,0.842324,0.250333577,9.65E-05,0.00378064,Mphosph6
ENSMUSG00000037759,440.9099779,-1.761089603,0.585848819,9.59E-05,0.00378064,Ptger2
ENSMUSG00000014496,1763.32615,1.680059975,0.53517329,9.86E-05,0.003835627,Ankrd28
ENSMUSG00000000204,620.8693727,0.222615531,0.461768158,9.84E-05,0.003835627,Slfn4
ENSMUSG00000050439,11.84390202,-0.234129127,0.47629589,9.85E-05,0.003835627,Enthd1
ENSMUSG00000044258,55.63591014,2.19372222,0.711161146,9.92E-05,0.003847023,Ctla2a
ENSMUSG00000111147,27.49712869,2.155245531,0.693297583,0.000100933,0.003901898,NA
ENSMUSG00000000056,782.041771,-0.897926278,0.270267625,0.000101074,0.003901898,Narf
ENSMUSG00000040274,2970.036597,1.27579008,0.398298947,0.000102074,0.003930838,Cdk6
ENSMUSG00000028037,1291.136086,3.816875042,1.297205856,0.000107196,0.004116743,Ifi44
ENSMUSG00000062488,1047.923234,0.270418593,0.532177584,0.000107425,0.004116743,Ifit3b
ENSMUSG00000027074,721.8000592,1.823126989,0.590667615,0.000108928,0.004154056,Slc43a3
ENSMUSG00000045103,7.917926209,-0.307625286,0.60874146,0.000108911,0.004154056,Dmd
ENSMUSG00000061458,415.9347312,0.939127879,0.285796029,0.00010938,0.004161197,Nol10
ENSMUSG00000054931,14.24691773,-2.304011915,0.766039382,0.00011126,0.004222489,Zkscan4
ENSMUSG00000038372,270.5227483,1.201693808,0.377344395,0.000113071,0.004280897,Gmds
ENSMUSG00000026994,60.12985167,2.796434279,0.927860439,0.000114335,0.004307979,Galnt3
ENSMUSG00000022831,13967.0347,1.093337398,0.340079102,0.000114224,0.004307979,Hcls1
ENSMUSG00000049130,10703.01233,1.571767991,0.505818902,0.000115334,0.004335232,C5ar1
ENSMUSG00000017499,367.0131744,1.5614042,0.503628638,0.000118105,0.004428787,Cdc6
ENSMUSG00000030137,56.1807248,-0.119241065,0.371944211,0.000121448,0.0045433,Tuba8
ENSMUSG00000021822,3847.502546,2.119037415,0.697808906,0.000121994,0.004552895,Plau
ENSMUSG00000024675,2641.097348,0.294306415,0.577634889,0.000122365,0.004555924,Ms4a4c
ENSMUSG00000074813,229.3403377,1.883590308,0.61860987,0.000124593,0.004627904,Morrbid
ENSMUSG00000109812,42.4919545,1.927899598,0.63628988,0.000124981,0.004631361,NA
ENSMUSG00000015305,6375.566733,1.235876006,0.393187387,0.000125712,0.004647495,Sash1
ENSMUSG00000035900,249.7325911,-1.483843961,0.499654331,0.000126392,0.004661664,Gramd4
ENSMUSG00000084408,11.65114766,2.889749828,0.952429445,0.000128783,0.004738742,NA
ENSMUSG00000085795,1676.294998,-1.193780396,0.389997543,0.00012965,0.004748379,Zfp703
ENSMUSG00000001228,1947.012713,1.642714186,0.536370719,0.0001294,0.004748379,Uhrf1
ENSMUSG00000062054,720.3784737,-1.031394574,0.330015709,0.000131178,0.00478577,Iah1
ENSMUSG00000080316,148.4910615,1.815869642,0.60076319,0.00013128,0.00478577,Spaca6
ENSMUSG00000021025,5527.653226,1.5267397,0.502003802,0.000133415,0.004852348,Nfkbia
ENSMUSG00000061411,591.6632004,0.989082593,0.308668552,0.000134333,0.00486321,Nol4l
ENSMUSG00000074896,4959.601374,3.727378202,1.301354086,0.000134264,0.00486321,Ifit3
ENSMUSG00000016256,41992.28307,-0.726948702,0.219949328,0.000135059,0.004878277,Ctsz
ENSMUSG00000031304,3337.142939,1.172800467,0.374090497,0.000136723,0.004915788,Il2rg
ENSMUSG00000048756,2186.427654,-1.065449432,0.346846577,0.000136673,0.004915788,Foxo3
ENSMUSG00000067825,316.9091793,-1.534180988,0.522832387,0.000137275,0.004924339,Pex26
ENSMUSG00000028207,2379.922,0.965516544,0.304458031,0.000137907,0.004935745,Asph
ENSMUSG00000025854,6914.263255,-1.379354625,0.464406098,0.000139522,0.004982215,Fam20c
ENSMUSG00000035493,18842.57325,2.180120544,0.730008319,0.00014053,0.004995486,Tgfbi
ENSMUSG00000033628,924.7646836,-0.6006346,0.176463649,0.000140336,0.004995486,Pik3c3
ENSMUSG00000028405,1721.284744,-0.768775604,0.233791917,0.000141204,0.004996858,Aco1
ENSMUSG00000032554,9102.753229,-3.011298865,1.134446195,0.000141147,0.004996858,Trf
ENSMUSG00000042348,249.7434892,-0.949151122,0.303573907,0.000143498,0.005066609,Arl15
ENSMUSG00000014547,4746.317324,-1.05981433,0.34398075,0.00014489,0.005104294,Wdfy2
ENSMUSG00000025162,3459.013437,-0.548864163,0.161667901,0.00014756,0.005186714,Csnk1d
ENSMUSG00000026303,23.36473119,-2.045333832,0.710767327,0.000148941,0.005219402,Mlph
ENSMUSG00000005410,2289.09007,1.255058855,0.405970621,0.000149154,0.005219402,Mcm5
ENSMUSG00000021186,91.93572793,-2.696494866,1.001262879,0.000150164,0.005243073,Fbln5
ENSMUSG00000039206,2455.99742,-2.113497968,0.758637192,0.00015303,0.005331269,Daglb
ENSMUSG00000028015,1521.723494,-1.062873167,0.347117188,0.000154143,0.005358163,Ctso
ENSMUSG00000113769,73.37681258,1.638473587,0.546107067,0.00015463,0.005363223,5033406O09Rik
ENSMUSG00000020834,89.95524749,1.728862137,0.578589491,0.000155112,0.005368116,Dhrs13
ENSMUSG00000019088,2937.460211,-0.952707143,0.305806668,0.000155694,0.005376399,Dnase1l1
ENSMUSG00000049709,74.63328941,-1.520397356,0.522550569,0.000156735,0.005400482,Nlrp10
ENSMUSG00000008496,3198.160903,2.189967447,0.748469209,0.00015817,0.005438015,Pou2f2
ENSMUSG00000020919,1652.073135,-0.657989855,0.202462356,0.00015989,0.005485123,Stat5b
ENSMUSG00000020091,3180.474898,-0.843438424,0.266556737,0.000160714,0.005501389,Eif4ebp2
ENSMUSG00000097993,51.79267976,1.520377017,0.505345444,0.000161431,0.00550197,Ptprv
ENSMUSG00000025316,419.5060943,-0.744012456,0.227990349,0.00016127,0.00550197,Banp
ENSMUSG00000018849,25.74025996,-2.261881097,0.824884353,0.000165883,0.005641475,Wwc1
ENSMUSG00000026355,3774.235989,1.218846901,0.397881444,0.000166357,0.005645357,Mcm6
ENSMUSG00000056211,1649.517046,0.874688694,0.274210197,0.000170212,0.005763742,R3hdm1
ENSMUSG00000044966,39.66160613,1.957063721,0.664955889,0.00017158,0.005797548,Fbxo48
ENSMUSG00000014550,981.3271804,-0.628918238,0.194427447,0.000174769,0.005892655,Rbsn
ENSMUSG00000027589,583.5514743,-1.001174565,0.327297622,0.000180103,0.006046534,Pcmtd2
ENSMUSG00000109372,8.419407489,6.957454369,2.963593117,0.000180017,0.006046534,Gm19410
ENSMUSG00000022504,465.3690154,-0.238390413,0.481058771,0.000182379,0.006109877,Ciita
ENSMUSG00000028238,5196.596783,-2.694229374,1.042970714,0.000183295,0.006127504,Atp6v0d2
ENSMUSG00000025582,173.5347327,3.618815559,1.304519833,0.000186034,0.006205873,Nptx1
ENSMUSG00000033644,69.68690133,1.437442066,0.485705713,0.000186495,0.006208085,Piwil2
ENSMUSG00000047996,104.0103331,-2.506573742,0.953072445,0.000190274,0.006320464,Prrg1
ENSMUSG00000028937,2193.708531,1.229966147,0.408111202,0.0001919,0.00636105,Acot7
ENSMUSG00000034248,2038.777578,1.514290358,0.515806863,0.000193776,0.006409714,Slc25a37
ENSMUSG00000029816,223444.5821,-1.301901155,0.451625152,0.000194662,0.006425489,Gpnmb
ENSMUSG00000002205,879.4906228,-0.764861678,0.237416907,0.000197582,0.006508195,Vrk3
ENSMUSG00000036833,2852.784305,-1.177512803,0.406353547,0.000198759,0.006533252,Pnpla7
ENSMUSG00000087496,5.609566666,-3.246887688,1.177119912,0.000205848,0.006738081,NA
ENSMUSG00000063851,37.9291061,0.147159442,0.389090544,0.00020564,0.006738081,Rnf183
ENSMUSG00000094595,10.51582433,2.493376708,0.861554888,0.000206661,0.006750643,Fsbp
ENSMUSG00000025192,769.3569326,0.710730087,0.221595289,0.000211718,0.006901473,Entpd7
ENSMUSG00000032652,274.805162,-1.036323026,0.34951213,0.000212859,0.006924299,Crebl2
ENSMUSG00000072115,239.9615388,-2.038274741,0.766215795,0.000213544,0.006932252,Ang
ENSMUSG00000085913,20.07398584,-2.471298806,0.941304149,0.000214248,0.006940758,NA
ENSMUSG00000029364,3501.428068,-0.977301009,0.326702583,0.000219523,0.007097013,Wsb2
ENSMUSG00000082229,28.4134032,2.579279903,0.911864419,0.000225914,0.007280407,Nap1l2
ENSMUSG00000038417,886.9979254,-0.674851602,0.210553436,0.000226123,0.007280407,Fig4
ENSMUSG00000047789,631.8170789,-0.837755499,0.274508826,0.000226805,0.007287434,Slc38a9
ENSMUSG00000076823,6.875688081,-0.159533444,0.398657289,0.000227828,0.0072905,Trav13n-4
ENSMUSG00000069805,4.050721413,-0.121765526,0.373295974,0.000227457,0.0072905,Fbp1
ENSMUSG00000066442,184.1119754,-1.431059086,0.509298894,0.000231293,0.007371348,Mthfs
ENSMUSG00000032656,40.49997908,-1.332303449,0.465444784,0.000230934,0.007371348,Marchf3
ENSMUSG00000004552,53.22110168,-1.898290682,0.708724567,0.00023224,0.007386551,Ctse
ENSMUSG00000007080,600.6229593,1.460675575,0.50264083,0.000235884,0.007487291,Pole
ENSMUSG00000035376,562.8675067,0.810799994,0.259922498,0.000237014,0.007507997,Hacd2
ENSMUSG00000022186,3928.606205,-1.216181004,0.427333375,0.000239006,0.007555873,Oxct1
ENSMUSG00000074748,1329.645097,-0.656867723,0.205864976,0.000242217,0.007641994,Atxn7l3b
ENSMUSG00000029561,6585.76624,2.608323732,0.948740703,0.000244393,0.007684929,Oasl2
ENSMUSG00000024975,290.1047019,-1.584693401,0.582678739,0.000244556,0.007684929,Pdcd4
ENSMUSG00000050777,733.4631649,-2.206235321,0.85684332,0.000245678,0.007689425,Tmem37
ENSMUSG00000048546,1134.287772,-0.469453527,0.139120048,0.000245391,0.007689425,Tob2
ENSMUSG00000030707,9851.066169,1.573449422,0.551832602,0.000249115,0.007781505,Coro1a
ENSMUSG00000036641,14.93796872,-0.186526682,0.421598523,0.00025186,0.007851645,Ccdc148
ENSMUSG00000034459,4121.267735,3.034906042,1.131698654,0.000252896,0.007868323,Ifit1
ENSMUSG00000003283,5400.889117,1.341451552,0.464775701,0.000253613,0.007875036,Hck
ENSMUSG00000097855,91.09567327,-2.509770401,0.997671331,0.000254931,0.007900333,A930007I19Rik
ENSMUSG00000002504,18.58180511,-2.490551005,0.975749681,0.000257038,0.007949964,Nherf2
ENSMUSG00000017264,1567.646391,0.536433489,0.162125327,0.000259536,0.008011448,Exosc10
ENSMUSG00000045594,3665.375433,-0.899348129,0.305704286,0.000261335,0.008051159,Glb1
ENSMUSG00000040797,25.99222278,-0.134717738,0.380955001,0.000262595,0.008074146,Iqsec3
ENSMUSG00000027242,330.2447401,0.964212963,0.321005722,0.00026315,0.008075416,Wdr76
ENSMUSG00000116935,55.01174722,0.170516876,0.406881979,0.000264348,0.008096355,Gpr31a
ENSMUSG00000002015,4077.246174,-0.786050586,0.258298785,0.000265396,0.008112661,Bcap31
ENSMUSG00000006342,628.8796278,0.144897527,0.38754638,0.000268671,0.008196807,Susd2
ENSMUSG00000102051,40.67506969,0.020441371,0.340242988,0.00027065,0.008241174,NA
ENSMUSG00000026342,1159.897049,-0.703077891,0.229657115,0.000271749,0.008258648,Slc35f5
ENSMUSG00000044433,15.48293124,3.710408358,1.282715761,0.000273191,0.008270474,Camsap3
ENSMUSG00000079625,215.8379245,-1.390212769,0.508023436,0.000272685,0.008270474,Tm4sf19
ENSMUSG00000015202,251.4411881,-1.406606604,0.514575317,0.000277629,0.008356514,Cnksr3
ENSMUSG00000047591,24.62755785,-2.5293538,1.012561362,0.000277478,0.008356514,Mafa
ENSMUSG00000024063,1136.471066,-1.211999624,0.439742073,0.000276795,0.008356514,Lbh
ENSMUSG00000031539,531.2113651,-0.779393193,0.256155195,0.000279671,0.008379295,Ap3m2
ENSMUSG00000004043,690.250679,-0.715963392,0.230030701,0.000279985,0.008379295,Stat5a
ENSMUSG00000022747,68.56116226,2.102989887,0.768935424,0.000279533,0.008379295,St3gal6
ENSMUSG00000021703,385.5229946,-1.733208425,0.658205548,0.000281413,0.00838633,Serinc5
ENSMUSG00000022889,609.1254518,0.589617976,0.182545164,0.000281699,0.00838633,Mrpl39
ENSMUSG00000024769,559.1810453,0.972787419,0.326168706,0.000281822,0.00838633,Cdc42bpg
ENSMUSG00000042066,511.609768,-0.636035801,0.203950776,0.000282663,0.008395474,Tmcc2
ENSMUSG00000017390,1042.733863,1.909798463,0.691709047,0.00028451,0.008434368,Aldoc
ENSMUSG00000039934,1522.702848,1.638927656,0.5908521,0.000287914,0.008503211,Gsap
ENSMUSG00000014470,1753.159543,-1.235994526,0.445245673,0.000287868,0.008503211,Rnf166
ENSMUSG00000035385,4993.195258,2.683000425,0.991103003,0.000288907,0.008516534,Ccl2
ENSMUSG00000033720,590.1025744,1.488870352,0.530637355,0.000291316,0.008570574,Sfxn5
ENSMUSG00000054619,1214.004682,-1.567206295,0.606854166,0.000291832,0.008570574,Mettl7a1
ENSMUSG00000036553,1482.632124,-0.74237056,0.242691934,0.000294665,0.008637644,Sh3tc1
ENSMUSG00000047986,11.95799445,-2.70958356,1.109926885,0.000301213,0.008813137,Palm3
ENSMUSG00000006289,892.1017805,-0.982291816,0.340051515,0.000302228,0.008815534,Osgep
ENSMUSG00000045932,6312.297729,2.881289629,1.096832189,0.000302417,0.008815534,Ifit2
ENSMUSG00000027078,3388.757418,1.587812365,0.571569144,0.000304019,0.008845824,Ube2l6
